loan_amount,interest_rate,loan_term_Years,employment_status_Retired,annual_income,monthly_debt,credit_score,credit_history_years,num_credit_cards,num_loan_accounts,total_credit_limit,bankruptcy_flag,defaulted_previous,late_payments_30_59_days,late_payments_60_89_days,late_payments_90plus_days,Loan_issue_Year,Loan_issue_Month,loan_retained,interest_retained
100000,22.9,3.0,0.0,240804.0,4931.0,831.0,8.3,6,0,462264,0,0,11,0,2,2020,1,100000,68699.99999999999
20000,11.7,5.0,0.0,104762.0,1950.0,517.0,12.9,4,1,334417,0,0,3,3,0,2021,4,20000,11700.0
15000,10.48,4.0,0.0,149431.0,5740.0,385.0,12.9,4,4,374282,0,0,2,6,1,2015,12,15000,6288.0
10000,14.06,1.0,0.0,44661.0,6812.0,585.0,8.1,2,2,10747,0,1,3,6,1,2019,6,10000,1406.0
5000,24.9,5.0,0.0,27032.0,3302.0,437.0,8.2,7,1,166835,0,1,8,0,2,2019,12,5000,6225.0
10000,15.43,3.0,0.0,205250.0,2933.0,553.0,23.0,4,2,117440,0,0,10,7,2,2018,1,10000,4629.0
20000,5.6,2.0,0.0,126917.0,2385.0,474.0,6.6,0,1,154050,0,0,2,7,4,2022,8,20000,2239.9999999999995
30000,17.57,5.0,0.0,93054.0,5128.0,705.0,19.4,7,4,421174,0,0,1,6,0,2015,1,30000,26355.0
50000,15.97,5.0,0.0,113308.0,2741.0,329.0,29.4,3,0,412854,0,0,1,0,1,2017,8,50000,39925.0
30000,6.55,4.0,1.0,194139.0,1603.0,446.0,27.1,4,3,117051,0,0,9,2,0,2021,11,30000,7860.0
5000,21.96,3.0,0.0,211784.0,7643.0,539.0,29.5,4,3,75170,0,0,2,4,1,2020,6,5000,3294.0
30000,6.76,2.0,0.0,88445.0,2945.0,677.0,4.0,2,2,330173,0,0,2,5,4,2018,12,30000,4056.0
15000,19.83,5.0,0.0,158793.0,1509.0,,7.5,7,0,248753,0,0,4,0,1,2022,2,0,0.0
20000,14.58,2.0,0.0,229805.0,1493.0,706.0,14.8,3,5,244816,0,0,5,6,3,2019,4,0,0.0
5000,15.78,4.0,0.0,106647.0,5985.0,311.0,4.8,6,0,421244,0,0,11,1,2,2024,3,5000,3156.0
20000,12.87,4.0,0.0,92320.0,5178.0,584.0,18.2,3,5,385464,0,0,0,0,0,2023,3,20000,10295.999999999998
10000,19.75,3.0,0.0,104306.0,1916.0,363.0,11.9,6,0,76388,0,0,4,5,2,2019,11,10000,5925.0
20000,5.89,3.0,0.0,155020.0,2109.0,509.0,9.1,3,0,407137,0,0,9,1,0,2018,2,20000,3533.999999999999
15000,12.06,3.0,0.0,242431.0,6725.0,810.0,0.0,7,4,134851,0,0,10,5,3,2020,11,0,0.0
50000,14.77,3.0,0.0,58953.0,3270.0,613.0,2.9,5,1,242351,0,0,3,5,1,2021,9,50000,22155.0
75000,16.05,4.0,0.0,118285.0,6230.0,434.0,5.8,7,4,438744,0,0,10,6,1,2024,8,75000,48150.0
100000,19.11,1.0,0.0,110506.0,7801.0,585.0,19.2,5,4,437027,0,0,11,0,3,2020,8,100000,19110.0
50000,12.44,4.0,0.0,108641.0,4301.0,756.0,7.9,4,2,494583,0,0,10,5,4,2022,2,50000,24880.0
100000,9.35,2.0,0.0,117415.0,4281.0,512.0,27.2,2,1,388962,0,0,9,2,2,2022,7,100000,18700.0
25000,13.35,2.0,0.0,22555.0,2464.0,574.0,2.4,3,4,111348,0,0,2,7,3,2023,1,25000,6675.0
75000,10.65,2.0,0.0,188771.0,5009.0,618.0,18.9,1,2,170754,0,0,7,4,0,2019,9,75000,15975.0
25000,19.26,2.0,0.0,184908.0,1276.0,723.0,3.5,2,1,10647,0,0,10,5,3,2016,11,25000,9630.000000000002
40000,5.96,4.0,0.0,236269.0,6501.0,760.0,20.3,1,2,311765,0,0,1,1,3,2019,6,0,0.0
5000,23.89,3.0,1.0,164866.0,2320.0,602.0,14.3,2,3,215348,0,0,2,4,0,2017,8,0,0.0
25000,22.7,2.0,0.0,38139.0,2957.0,804.0,19.5,4,4,226692,0,0,9,3,1,2020,11,25000,11349.999999999998
75000,11.48,2.0,0.0,99580.0,1918.0,509.0,5.9,5,2,136172,0,0,11,7,2,2024,2,75000,17220.0
20000,7.1,4.0,1.0,41022.0,1651.0,328.0,21.2,6,3,50896,0,0,5,0,0,2018,1,20000,5679.999999999999
20000,23.99,2.0,0.0,162597.0,4780.0,363.0,3.4,2,5,224447,0,1,5,2,3,2024,12,20000,9595.999999999998
25000,23.59,3.0,0.0,50055.0,559.0,740.0,1.3,5,1,76971,0,0,8,2,1,2016,2,0,0.0
30000,6.89,3.0,0.0,57185.0,1974.0,713.0,27.0,2,2,16585,0,1,3,2,4,2020,9,30000,6201.0
10000,16.85,2.0,0.0,122513.0,1979.0,785.0,1.4,6,0,476972,0,1,6,5,4,2024,8,10000,3370.0
50000,21.63,3.0,0.0,199451.0,4857.0,454.0,20.4,6,1,438778,0,0,5,1,2,2022,10,50000,32445.0
30000,14.37,4.0,0.0,42408.0,5740.0,663.0,26.7,4,4,393826,0,0,8,0,1,2016,7,30000,17244.0
40000,16.46,1.0,0.0,165398.0,5677.0,351.0,7.3,1,3,410672,0,1,9,0,4,2018,10,40000,6584.0
10000,24.06,3.0,0.0,180993.0,6447.0,382.0,29.6,6,3,137069,0,0,8,5,1,2023,2,10000,7218.0
10000,10.43,1.0,0.0,211082.0,7415.0,766.0,29.4,6,3,43423,0,0,5,3,2,2021,4,10000,1043.0
40000,17.92,2.0,0.0,213651.0,5650.0,473.0,0.6,4,1,385776,0,0,11,4,2,2023,4,40000,14336.000000000002
50000,24.26,3.0,0.0,107449.0,2626.0,408.0,1.3,5,3,26920,0,0,0,2,0,2024,10,50000,36390.0
15000,14.07,4.0,1.0,28676.0,1045.0,686.0,1.1,0,5,69737,0,0,0,6,1,2022,1,15000,8442.0
5000,11.48,3.0,0.0,196728.0,2863.0,829.0,22.3,2,3,257617,0,0,8,0,0,2020,7,0,0.0
50000,14.4,2.0,0.0,195407.0,2889.0,437.0,11.6,3,5,207997,0,0,8,5,1,2017,9,50000,14400.000000000002
15000,21.85,3.0,0.0,113991.0,5298.0,369.0,2.1,1,0,212891,0,1,1,4,0,2019,11,15000,9832.500000000002
10000,10.14,3.0,1.0,200820.0,3138.0,790.0,0.4,4,2,205077,0,0,5,0,3,2020,7,0,0.0
10000,24.96,4.0,0.0,151978.0,3473.0,434.0,15.7,3,1,275707,0,0,11,0,1,2020,1,10000,9984.0
50000,22.87,2.0,0.0,229011.0,6805.0,810.0,3.7,2,1,212144,0,0,10,4,4,2017,9,50000,22870.0
10000,12.23,2.0,0.0,192823.0,2910.0,406.0,28.1,6,3,440542,0,0,0,3,0,2016,8,10000,2446.0
20000,22.16,3.0,0.0,244051.0,894.0,485.0,5.2,3,0,341954,0,0,1,2,2,2016,7,20000,13296.0
30000,24.98,3.0,0.0,191790.0,1110.0,787.0,6.6,7,4,84492,0,0,0,3,3,2017,8,0,0.0
10000,24.91,3.0,0.0,76204.0,3508.0,702.0,5.7,5,2,200335,0,0,4,6,0,2022,2,10000,7473.0
10000,11.32,2.0,0.0,243885.0,7087.0,474.0,17.4,0,4,127845,0,0,7,0,3,2023,7,10000,2264.0
15000,15.37,2.0,0.0,42317.0,7016.0,450.0,24.2,7,3,363900,0,0,11,6,1,2016,2,15000,4611.0
40000,18.94,3.0,1.0,219542.0,7699.0,827.0,26.2,3,0,404219,0,1,2,7,3,2021,2,40000,22728.000000000004
20000,6.46,3.0,0.0,114037.0,1563.0,428.0,2.4,4,3,286706,0,0,5,2,4,2015,3,20000,3876.0
5000,21.44,4.0,0.0,88360.0,2388.0,684.0,0.8,6,4,263698,0,0,5,5,4,2017,5,5000,4288.0
15000,8.89,1.0,0.0,88900.0,4395.0,683.0,2.4,5,1,469803,0,0,1,6,2,2018,12,15000,1333.5
5000,14.26,3.0,0.0,243515.0,3393.0,322.0,21.4,2,1,263866,0,0,4,7,3,2018,12,5000,2139.0
5000,16.93,2.0,0.0,174681.0,3934.0,684.0,15.0,7,0,199311,0,0,2,3,3,2021,11,5000,1693.0
20000,14.49,2.0,0.0,58964.0,2243.0,300.0,27.1,5,1,394380,0,0,5,5,3,2019,8,20000,5796.0
75000,6.39,3.0,0.0,110445.0,5894.0,631.0,23.7,7,2,42980,0,0,11,0,4,2015,4,75000,14377.5
30000,14.79,3.0,0.0,106196.0,3788.0,722.0,26.5,5,1,187180,0,0,11,1,2,2015,6,30000,13311.0
50000,24.51,3.0,0.0,27785.0,6708.0,502.0,0.7,7,0,23016,0,0,9,6,2,2022,3,50000,36765.0
30000,13.43,4.0,0.0,242945.0,2983.0,492.0,5.4,5,5,417334,1,0,4,6,2,2019,1,30000,16116.0
25000,17.22,3.0,0.0,40568.0,6898.0,378.0,28.2,3,3,172579,0,0,3,0,4,2016,12,25000,12915.0
15000,7.33,3.0,0.0,91520.0,1114.0,496.0,24.7,6,3,436219,0,0,4,0,0,2018,10,15000,3298.5
5000,9.49,3.0,0.0,30646.0,6852.0,771.0,6.5,0,4,254479,0,0,0,1,0,2015,2,0,0.0
50000,14.51,2.0,0.0,158020.0,6272.0,465.0,19.5,4,1,375612,0,0,0,6,3,2017,2,50000,14510.0
20000,15.04,3.0,0.0,206335.0,3322.0,432.0,15.2,2,5,371907,0,0,4,4,0,2018,7,20000,9023.999999999998
10000,23.43,2.0,0.0,47215.0,7214.0,327.0,20.7,1,0,281818,0,1,8,3,2,2017,5,10000,4686.0
25000,18.74,3.0,0.0,132140.0,6194.0,580.0,8.7,6,4,227252,0,0,6,2,0,2017,4,25000,14055.0
15000,9.46,3.0,0.0,20791.0,5583.0,483.0,28.8,3,3,467745,0,0,0,0,3,2023,1,15000,4257.0
75000,6.33,1.0,0.0,28528.0,763.0,502.0,24.1,2,3,342309,0,0,6,4,2,2017,2,75000,4747.5
25000,6.25,4.0,1.0,201155.0,1615.0,401.0,26.2,4,4,172669,0,0,6,4,1,2022,8,25000,6250.0
25000,24.31,2.0,0.0,198480.0,3564.0,388.0,27.8,5,2,318355,0,0,9,7,4,2021,5,25000,12155.0
100000,19.12,3.0,0.0,49584.0,3051.0,428.0,22.6,1,4,103288,0,0,8,0,2,2016,2,100000,57360.0
20000,6.56,3.0,0.0,98053.0,870.0,377.0,4.8,6,3,202625,0,0,1,7,3,2017,12,20000,3935.999999999999
50000,8.16,5.0,0.0,90827.0,5450.0,730.0,13.8,2,2,187501,0,0,4,0,0,2024,11,50000,20400.000000000004
5000,19.25,2.0,0.0,113767.0,4446.0,535.0,17.6,4,3,494483,0,0,4,3,3,2023,4,5000,1925.0
5000,9.54,4.0,0.0,179658.0,3499.0,642.0,12.8,7,4,384446,0,0,2,5,4,2023,10,5000,1908.0
10000,15.92,3.0,0.0,88980.0,5497.0,340.0,24.8,2,1,10443,0,0,6,7,0,2016,10,10000,4776.0
20000,8.0,1.0,0.0,73600.0,7748.0,629.0,19.3,2,2,271942,0,1,7,5,2,2015,8,20000,1600.0
15000,22.67,2.0,0.0,54200.0,5308.0,504.0,0.5,2,1,101008,0,0,7,5,1,2024,2,15000,6801.0
10000,16.14,3.0,0.0,213740.0,7871.0,577.0,25.3,6,0,463252,0,0,6,6,1,2017,3,10000,4842.000000000001
20000,11.04,4.0,1.0,188254.0,1521.0,370.0,11.6,5,1,327870,0,0,9,1,4,2017,12,20000,8832.0
20000,23.16,1.0,0.0,70793.0,5474.0,754.0,27.0,4,0,235049,0,0,2,5,2,2015,8,20000,4632.0
20000,15.47,2.0,0.0,211907.0,4407.0,399.0,2.1,4,1,187186,0,0,8,5,3,2023,4,20000,6188.0
5000,15.88,3.0,0.0,136112.0,7026.0,746.0,25.9,2,5,54888,0,0,1,1,2,2020,8,5000,2382.0
50000,12.93,5.0,0.0,158256.0,6638.0,605.0,19.8,4,0,435647,0,0,1,3,2,2015,12,50000,32325.0
20000,7.5,3.0,0.0,134864.0,2227.0,707.0,15.6,7,0,109834,0,0,8,3,0,2019,1,0,0.0
10000,9.36,3.0,0.0,233025.0,6133.0,431.0,24.8,7,4,490245,0,0,0,0,2,2018,2,10000,2807.9999999999995
25000,14.47,2.0,0.0,73350.0,1957.0,352.0,6.6,7,1,326213,0,0,7,1,1,2016,12,25000,7235.0
10000,19.22,2.0,0.0,76868.0,4318.0,782.0,1.8,0,4,43079,0,0,2,1,2,2019,12,10000,3844.0
20000,9.09,1.0,0.0,222673.0,5327.0,708.0,7.3,4,1,49290,0,0,3,6,3,2023,10,20000,1818.0
10000,8.11,5.0,0.0,68924.0,7668.0,406.0,22.5,0,5,285851,0,0,8,2,4,2019,4,10000,4055.0
50000,15.41,5.0,0.0,62191.0,5280.0,684.0,0.1,6,3,264115,0,0,7,5,3,2015,11,50000,38525.00000000001
100000,7.57,1.0,0.0,128680.0,5499.0,583.0,22.9,2,3,455601,0,1,10,1,4,2019,4,100000,7570.0
10000,13.73,2.0,0.0,83393.0,3508.0,449.0,5.8,3,0,366114,0,0,7,5,2,2017,9,10000,2746.0
5000,16.18,1.0,0.0,214712.0,1536.0,461.0,28.3,7,2,22021,0,0,4,2,2,2018,7,5000,809.0
10000,14.77,3.0,0.0,224345.0,4424.0,524.0,20.8,6,2,468824,0,0,1,4,0,2020,8,10000,4431.0
20000,23.01,5.0,1.0,108948.0,2818.0,487.0,13.2,6,2,222988,0,0,11,0,1,2022,12,20000,23010.000000000004
10000,6.32,4.0,0.0,182447.0,4615.0,379.0,27.5,3,4,114026,0,1,6,3,3,2022,5,10000,2528.0000000000005
40000,23.05,3.0,0.0,182873.0,3410.0,583.0,22.8,3,4,142110,0,0,6,6,1,2015,6,40000,27660.0
15000,17.51,5.0,0.0,93008.0,1461.0,472.0,26.4,3,1,18130,0,0,6,4,3,2020,1,15000,13132.5
20000,8.13,4.0,0.0,228457.0,6845.0,608.0,16.5,5,0,297197,0,0,1,5,3,2019,6,20000,6504.000000000001
15000,7.08,2.0,0.0,107882.0,603.0,758.0,21.0,0,5,169556,0,0,3,3,2,2023,5,0,0.0
50000,21.63,4.0,0.0,67362.0,2390.0,780.0,11.6,1,4,178045,0,0,0,0,4,2022,6,50000,43260.0
5000,5.51,3.0,0.0,63420.0,6990.0,364.0,23.3,3,3,259453,0,0,8,4,2,2023,5,5000,826.5
30000,16.6,3.0,0.0,92410.0,7803.0,319.0,13.5,6,5,227633,0,1,8,4,0,2020,7,30000,14940.0
15000,17.37,3.0,0.0,205072.0,3282.0,340.0,16.7,7,4,136863,0,0,2,6,1,2023,11,15000,7816.500000000002
5000,24.3,5.0,0.0,189954.0,5406.0,340.0,10.7,0,1,318039,0,0,10,7,4,2024,12,5000,6075.0
40000,23.73,3.0,0.0,131255.0,6052.0,370.0,11.1,0,3,130655,0,0,8,5,0,2023,10,40000,28476.0
5000,22.11,4.0,0.0,134850.5,926.0,701.0,22.2,5,2,37279,0,0,3,7,0,2017,3,0,0.0
15000,5.79,1.0,0.0,146732.0,3328.0,633.0,20.6,6,3,340484,0,0,2,6,3,2017,2,15000,868.5
10000,13.11,2.0,1.0,53616.0,7561.0,,19.0,5,5,54205,0,0,0,3,0,2021,3,0,0.0
30000,11.51,4.0,0.0,159967.0,7005.0,782.0,17.9,7,0,268905,0,1,11,5,1,2020,7,30000,13812.0
25000,24.98,3.0,0.0,147497.0,2676.0,568.0,19.2,3,3,353293,0,0,3,6,4,2023,9,25000,18735.0
10000,7.96,2.0,0.0,2014640.0,2879.0,692.0,20.3,7,0,127717,0,0,8,7,3,2023,6,10000,1592.0
5000,9.81,5.0,0.0,140907.0,4595.0,444.0,10.8,1,3,233924,1,0,5,1,4,2017,5,5000,2452.5000000000005
30000,6.91,2.0,0.0,22299.0,7251.0,727.0,12.1,4,5,240350,0,0,1,2,0,2019,9,30000,4146.0
5000,21.69,3.0,0.0,87005.0,2031.0,729.0,1.8,6,2,441779,0,0,0,7,1,2022,9,5000,3253.5
20000,9.47,1.0,0.0,46646.0,5934.0,384.0,5.3,2,5,474606,0,0,8,4,3,2023,2,20000,1894.0
10000,16.28,4.0,0.0,151157.0,5299.0,414.0,23.6,3,3,327237,0,0,11,2,4,2023,1,10000,6512.0
40000,8.92,3.0,1.0,50224.0,1621.0,649.0,19.2,2,0,291537,0,0,1,4,2,2016,2,40000,10704.0
5000,6.25,3.0,0.0,223532.0,1154.0,422.0,10.6,6,3,87870,0,0,5,0,0,2016,9,0,0.0
10000,13.43,4.0,0.0,33526.0,7076.0,742.0,15.5,1,5,469692,0,0,10,3,0,2015,2,10000,5372.0
25000,9.12,2.0,0.0,69080.0,3179.0,310.0,6.7,6,2,461411,0,0,6,6,0,2016,12,25000,4559.999999999999
20000,6.81,2.0,0.0,181234.0,5254.0,500.0,5.9,7,1,287142,0,0,4,4,1,2023,7,20000,2723.9999999999995
30000,13.25,3.0,0.0,99412.0,2116.0,581.0,26.0,2,1,414434,1,0,5,2,2,2020,6,30000,11925.0
15000,18.26,2.0,0.0,226128.0,1322.0,,24.5,7,2,220720,0,1,11,6,0,2023,2,15000,5478.0
5000,16.47,2.0,0.0,34017.0,2314.0,,7.5,1,4,283474,0,0,5,4,3,2020,10,5000,1646.9999999999998
10000,15.24,3.0,0.0,152975.0,3295.0,397.0,27.9,1,0,355730,0,0,4,4,1,2021,9,10000,4572.0
15000,15.1,4.0,0.0,30234.0,7856.0,567.0,6.3,6,4,122895,0,1,0,4,0,2022,2,15000,9060.0
25000,22.54,2.0,0.0,131908.0,3913.0,559.0,2.3,0,5,46575,0,0,1,5,3,2018,10,25000,11270.0
50000,5.62,3.0,0.0,148232.0,7502.0,473.0,14.3,2,0,182398,0,0,8,4,2,2023,3,50000,8430.0
25000,22.54,2.0,1.0,156154.0,2859.0,520.0,12.2,5,0,38273,0,0,4,3,2,2020,1,25000,11270.0
10000,15.44,1.0,0.0,135670.0,2567.0,405.0,13.9,1,3,295849,0,0,5,4,1,2023,8,10000,1543.9999999999998
10000,9.46,4.0,0.0,211620.0,4662.0,658.0,16.3,4,2,162506,0,0,7,3,1,2023,3,10000,3784.0
10000,9.72,2.0,0.0,218854.0,1231.0,746.0,11.9,2,3,483426,0,0,3,3,3,2020,3,0,0.0
5000,22.07,1.0,1.0,176386.0,1115.0,317.0,10.0,4,5,70164,0,1,9,3,2,2015,2,5000,1103.5
5000,15.15,3.0,0.0,125232.0,3453.0,668.0,18.3,7,2,47247,0,0,1,6,3,2021,5,5000,2272.5
5000,21.46,3.0,0.0,141321.0,5726.0,483.0,18.2,4,2,60466,0,0,3,2,1,2024,2,5000,3219.0
50000,10.08,4.0,0.0,86030.0,4450.0,349.0,2.8,0,4,368817,0,0,1,4,2,2023,2,50000,20160.0
15000,16.43,4.0,0.0,171535.0,7748.0,820.0,17.5,2,4,482236,0,0,5,1,4,2020,9,15000,9858.0
40000,23.24,2.0,0.0,149143.0,761.0,654.0,2.1,3,2,220821,0,0,2,6,0,2015,12,0,0.0
10000,22.37,3.0,0.0,160461.0,6906.0,571.0,22.0,4,4,357276,0,0,8,5,4,2018,12,10000,6711.0
10000,22.75,5.0,0.0,134850.5,3209.0,819.0,26.0,1,4,306462,0,0,6,4,3,2024,2,0,0.0
20000,10.4,3.0,0.0,176568.0,4729.0,418.0,18.1,7,2,194713,0,1,8,5,0,2022,6,20000,6240.0
15000,11.47,3.0,0.0,134850.5,4909.0,481.0,22.3,2,4,314129,0,0,5,0,1,2015,12,15000,5161.500000000001
100000,21.23,3.0,0.0,128523.0,5658.0,831.0,17.4,4,1,42276,0,0,5,1,2,2022,2,100000,63690.0
5000,9.44,3.0,0.0,207701.0,575.0,617.0,0.6,5,1,207497,0,0,6,7,3,2015,12,5000,1416.0
10000,24.84,1.0,0.0,151773.0,1311.0,602.0,8.8,0,5,404875,0,0,8,4,3,2022,12,10000,2484.0
25000,17.7,3.0,0.0,230818.0,4225.0,685.0,17.9,0,1,372936,0,0,4,0,1,2015,6,0,0.0
10000,14.57,3.0,0.0,125087.0,4386.0,350.0,17.4,1,3,211425,0,0,4,3,0,2017,3,10000,4371.0
5000,24.3,1.0,0.0,90102.0,5390.0,751.0,5.0,4,4,282445,0,0,1,5,0,2021,9,0,0.0
10000,22.93,1.0,0.0,217094.0,6062.0,554.0,24.9,0,3,378163,0,0,4,7,3,2021,8,10000,2293.0
5000,16.82,3.0,0.0,241920.0,1344.0,340.0,20.2,5,0,10933,0,0,8,7,2,2017,1,5000,2523.0000000000005
10000,12.28,2.0,1.0,234064.0,6105.0,402.0,12.3,6,1,203744,0,0,1,1,3,2017,10,10000,2456.0
15000,17.12,2.0,0.0,30567.0,7057.0,311.0,23.8,5,4,390366,0,0,10,2,0,2019,6,15000,5136.000000000001
15000,19.08,2.0,0.0,143914.0,3339.0,641.0,7.2,5,2,421519,0,1,8,1,0,2024,8,15000,5723.999999999999
20000,16.86,1.0,0.0,119221.0,1708.0,818.0,9.8,3,3,419078,0,0,0,6,0,2017,10,0,0.0
10000,22.42,4.0,0.0,197357.0,4248.0,304.0,24.3,7,0,402473,0,0,5,1,2,2017,9,10000,8968.0
50000,23.96,3.0,1.0,145723.0,2327.0,404.0,23.4,3,2,227095,0,0,4,3,4,2020,11,50000,35940.0
25000,8.87,4.0,0.0,69152.0,7133.0,780.0,17.1,7,0,123548,0,0,8,5,0,2015,4,0,0.0
5000,10.61,2.0,0.0,106307.0,4058.0,717.0,0.5,3,2,412900,0,0,7,5,2,2021,5,5000,1061.0
25000,13.26,2.0,0.0,88140.0,3940.0,800.0,23.5,2,0,446700,0,0,6,2,2,2024,1,25000,6630.0
10000,16.93,5.0,0.0,167779.0,2060.0,390.0,4.9,4,0,473544,0,0,3,4,0,2020,11,10000,8465.0
75000,16.81,1.0,0.0,181189.0,3566.0,766.0,12.7,3,5,212368,0,0,10,2,3,2020,9,0,0.0
15000,7.64,3.0,0.0,70549.0,1371.0,580.0,27.6,4,3,407588,0,1,2,5,2,2016,1,15000,3438.0
100000,13.02,2.0,0.0,134850.5,2949.0,630.0,7.8,7,4,143546,0,0,2,2,2,2015,1,100000,26040.0
5000,23.22,1.0,0.0,178904.0,5700.0,746.0,7.0,7,5,38357,0,0,8,5,3,2018,6,5000,1161.0
10000,6.16,4.0,0.0,166260.0,3356.0,429.0,2.9,2,5,72552,0,0,7,1,0,2016,1,10000,2464.0
25000,19.08,1.0,0.0,228482.0,6047.0,702.0,9.5,7,4,178571,0,1,10,1,2,2019,9,25000,4769.999999999999
5000,14.94,1.0,0.0,203470.0,2999.0,487.0,15.0,1,0,150737,0,0,5,0,3,2020,8,5000,747.0
5000,5.53,5.0,0.0,53666.0,7873.0,688.0,4.6,6,0,95388,0,0,5,1,2,2017,3,5000,1382.5
30000,14.62,2.0,0.0,98948.0,5929.0,725.0,9.0,1,5,18552,0,0,9,3,3,2020,7,30000,8772.0
10000,12.79,4.0,0.0,220295.0,5986.0,369.0,24.8,4,5,345908,0,0,11,7,1,2016,5,10000,5115.999999999999
50000,17.72,5.0,0.0,42866.0,6142.0,705.0,10.8,7,5,430626,0,0,8,4,4,2016,4,50000,44300.0
15000,9.06,4.0,0.0,86373.0,4682.0,425.0,4.3,4,2,150788,0,0,2,6,2,2018,1,15000,5436.0
50000,12.22,2.0,1.0,233063.0,6986.0,495.0,22.8,4,1,319011,0,0,4,3,3,2018,9,50000,12220.0
15000,16.92,2.0,0.0,87724.0,6124.0,756.0,14.9,1,4,136348,0,0,1,4,0,2024,8,15000,5076.000000000001
20000,20.15,2.0,0.0,137583.0,939.0,401.0,24.8,4,2,31295,0,0,4,6,1,2016,6,20000,8059.999999999999
10000,10.66,3.0,0.0,34235.0,6187.0,407.0,17.0,7,3,365942,0,0,0,0,0,2024,5,10000,3198.0
10000,14.29,1.0,0.0,64189.0,2621.0,391.0,22.2,2,2,246520,0,0,7,5,2,2021,12,10000,1429.0
10000,15.33,3.0,0.0,66553.0,6205.0,470.0,4.4,1,0,268928,0,0,1,6,0,2024,1,10000,4599.0
5000,8.47,3.0,0.0,173900.0,5427.0,344.0,12.8,2,2,82246,0,0,9,6,2,2023,10,5000,1270.5000000000002
10000,10.65,3.0,0.0,180986.0,5991.0,729.0,21.7,5,1,175605,0,0,10,4,3,2017,5,0,0.0
30000,20.81,3.0,0.0,161092.0,4319.0,816.0,7.3,3,3,199574,0,1,4,6,1,2019,1,30000,18729.0
10000,13.72,2.0,0.0,183504.0,7097.0,567.0,20.9,3,4,27004,0,0,9,6,1,2025,1,10000,2744.0000000000005
10000,12.19,5.0,0.0,126942.0,2353.0,757.0,26.5,2,1,479131,0,0,6,0,4,2016,8,10000,6095.0
25000,8.61,3.0,0.0,173058.0,6455.0,372.0,6.1,7,1,249678,0,0,6,4,3,2021,2,25000,6457.5
50000,15.96,1.0,0.0,50270.0,1872.0,402.0,20.5,0,1,331548,0,0,10,0,3,2024,8,50000,7980.000000000001
50000,14.61,4.0,0.0,187772.0,1428.0,495.0,19.6,1,2,441866,0,0,4,3,1,2022,9,50000,29220.0
5000,24.54,4.0,0.0,208135.0,7626.0,402.0,6.7,4,1,70809,0,0,1,5,4,2023,10,5000,4908.0
75000,8.61,1.0,0.0,215821.0,1833.0,375.0,3.8,6,5,170893,0,1,4,1,1,2019,6,75000,6457.5
5000,9.33,3.0,0.0,23096.0,3272.0,628.0,18.3,5,5,254826,0,0,10,5,0,2016,1,5000,1399.4999999999998
20000,10.97,4.0,0.0,237963.0,3532.0,632.0,14.9,5,3,386648,0,0,4,7,1,2024,3,20000,8776.0
25000,6.11,3.0,0.0,79143.0,2225.0,586.0,5.2,5,3,34286,0,0,2,1,0,2019,12,25000,4582.5
50000,17.98,5.0,1.0,32894.0,1635.0,721.0,12.8,7,1,262878,0,0,4,6,0,2024,5,50000,44950.0
20000,22.24,1.0,0.0,27257.0,3040.0,689.0,2.9,5,3,233180,0,0,5,2,2,2018,7,20000,4448.0
15000,24.61,5.0,0.0,217559.0,4181.0,513.0,7.5,6,5,83797,0,0,10,4,3,2024,6,15000,18457.5
30000,17.58,1.0,1.0,54416.0,3033.0,318.0,27.8,7,1,160040,0,0,0,4,3,2021,4,30000,5273.999999999999
5000,8.97,3.0,0.0,22658.0,2701.0,603.0,4.6,2,4,274293,0,0,3,3,4,2017,8,5000,1345.5
30000,20.29,3.0,0.0,108822.0,3160.0,787.0,0.3,2,3,26864,0,0,2,2,2,2017,11,0,0.0
20000,11.27,2.0,0.0,116489.0,6460.0,322.0,10.9,3,3,364477,0,0,7,5,1,2019,5,20000,4508.0
15000,22.08,4.0,0.0,66681.0,2032.0,640.0,0.8,3,4,136867,0,0,8,1,2,2015,2,15000,13248.0
20000,21.81,4.0,0.0,212442.0,7376.0,837.0,12.0,2,2,466901,0,0,7,6,0,2016,10,0,0.0
30000,6.94,2.0,0.0,159210.0,5899.0,555.0,20.0,5,0,73822,0,0,10,1,3,2023,10,30000,4164.0
75000,17.77,3.0,0.0,143345.0,6323.0,711.0,21.4,4,3,242677,0,1,0,2,0,2019,8,75000,39982.5
10000,21.73,4.0,0.0,175723.0,4419.0,331.0,5.0,0,3,119159,0,1,0,0,3,2021,4,10000,8692.0
75000,15.5,4.0,0.0,203032.0,7276.0,804.0,27.4,7,5,213785,0,0,5,7,0,2019,10,0,0.0
75000,19.32,4.0,0.0,227640.0,5821.0,652.0,10.0,5,1,283406,0,0,4,2,4,2019,3,75000,57960.0
40000,9.35,2.0,0.0,133182.0,987.0,603.0,23.5,0,0,159702,0,0,1,4,4,2015,5,40000,7480.0
50000,17.51,4.0,0.0,33803.0,4260.0,649.0,7.0,1,1,366556,0,0,0,0,1,2022,1,50000,35020.0
25000,17.09,3.0,0.0,32724.0,5420.0,678.0,12.1,6,3,31487,0,0,7,0,3,2017,4,25000,12817.5
